Titulo;Data de inicio;Data de fim;Data publicacao;Local
Despacho com Secretário de Urbanismo e Licenciamento – Marcos Gadelho e Diretor-Presidente da SP Urbanismo – Cesar Azevedo ;2022/11/07 16:30:00 GMT-3;2022/11/07 16:30:00 GMT-3;2022-11-05T22:28:54-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Governo – Rubens Rizek, Secretaria Executiva de Desestatização e Parcerias (SEDP) -   Tarcila Peres, chefe da Assessoria Juridica de (SGM) -Tiago Rossi, Secretário da Casa Civil – Fabricio Cobra, Diretor-Presidente da SP Regula – Ricardo Torres, Superintendente do Serviço Funerário do Município (SFMSP) – Cel. Fernando Alencar Medeiros, Controlador Geral do Município - Daniel Falcão e o Coordenador Jurídico de SGM - Cristiano Barbirato;2022/11/07 15:00:00 GMT-3;2022/11/07 15:00:00 GMT-3;2022-11-05T22:29:00-03:00;Local: Gabinete do Prefeito
Reunião com Prefeito de Rio Branco (Acre) – Tião Bocalom, Assessor do Prefeito – Gilson Freitas Melo, CEO da Empresa AGROCORTEX – Marcos Preto, Secretário Municipal de Habitação – João Farias, Secretária Municipal de Gestão – Marcela Arruda, Secretária Executiva Municipal de Mananciais (SEHAB) – Bete França, Secretário Executivo Municipal de Mudanças Climáticas – Pinheiro Pedro e Chefe de Gabinete Municipal de Gestão – Regina Silverio;2022/11/07 10:30:00 GMT-3;2022/11/07 10:30:00 GMT-3;2022-11-05T22:29:04-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Rubens Rizek, Casa Civil – Fabricio Cobra, Fazenda – Guilherme Bueno de Camargo, Comunicação – Marcus Vinicius Sinval e Chefe de Gabinete do Prefeito – Vitor Sampaio ;2022/11/07 09:00:00 GMT-3;2022/11/07 09:00:00 GMT-3;2022-11-05T22:28:48-03:00;Local: Gabinete do Prefeito
Summer Beats DNJ 2022 – Arquidiocese de São Paulo, com Secretária de Cultura – Aline Torres ;2022/11/06 17:00:00 GMT-3;2022/11/06 17:00:00 GMT-3;2022-11-05T20:58:10-03:00;Local: Campo de Marte (Praça Heróis da FEB, 64 – Santana)
Encerramento da Virada Esportiva 2022, com Ex-Atleta de Vôlei – Fofão, Secretário de Esportes e Lazer – Cacá Vianna e Subprefeito da Capela do Socorro – Carlos Alberto Santos ;2022/11/06 15:00:00 GMT-3;2022/11/06 15:00:00 GMT-3;2022-11-05T20:58:08-03:00;Local: Praça Jardim Myrna – Jd. Santa Fé
Despacho com Chefe de Gabinete – Vitor Sampaio;2022/10/31 15:00:00 GMT-3;2022/10/31 15:00:00 GMT-3;2022-10-30T17:55:16-03:00;Local: Gabinete do Prefeito
Despacho com Secretários da Casa Civil – Fabricio Cobra;2022/10/31 11:00:00 GMT-3;2022/10/31 11:00:00 GMT-3;2022-10-30T17:53:44-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Rubens Rizek, Casa Civil – Fabricio Cobra, Fazenda – Guilherme Bueno de Camargo, Comunicação – Marcus Vinicius Sinval, Secretário Executivo do Gabinete do Prefeito – Diogo Soares e Chefe de Gabinete – Vitor Sampaio;2022/10/31 09:00:00 GMT-3;2022/10/31 09:00:00 GMT-3;2022-10-30T17:33:41-03:00;Local: Gabinete do Prefeito
Sem compromissos oficiais;2022/10/30 00:00:00 GMT-3;2022/10/30 00:00:00 GMT-3;2022-10-29T18:36:36-03:00;Prefeitura
Sem compromissos oficiais;2022/10/29 00:00:00 GMT-3;2022/10/29 00:00:00 GMT-3;2022-10-28T19:10:04-03:00;Prefeitura
Despacho com Secretários da Casa Civil - Fabrício Cobra, Comunicação - Marcus Vinícius Sinval, Secretário Executivo do Gabinete do Prefeito - Diogo Soares e Diretor-Presidente da SP Regula - Ricardo Torres;2022/10/28 11:00:00 GMT-3;2022/10/28 11:00:00 GMT-3;2022-10-28T10:37:00-03:00;Local: Gabinete do Prefeito
Despacho com Diretor-Presidente da SP Regula - Ricardo Torres;2022/10/28 10:30:00 GMT-3;2022/10/28 10:30:00 GMT-3;2022-10-28T09:56:56-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação - Marcus Vinicius Sinval;2022/10/28 09:30:00 GMT-3;2022/10/28 09:30:00 GMT-3;2022-10-28T09:55:22-03:00;Local: Gabinete do Prefeito 
Entrevista ao vivo via skype para o “Programa Manhã Bandnews TV”;2022/10/28 09:00:00 GMT-3;2022/10/28 09:00:00 GMT-3;2022-10-27T19:39:37-03:00;Local: Gabinete do Prefeito
Entrevista ao vivo via skype para Jovem Pan News;2022/10/28 08:20:00 GMT-3;2022/10/28 08:20:00 GMT-3;2022-10-27T19:36:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Urbanismo e Licenciamento – Marcos Duque Gadelho, Secretária de Desenvolvimento Econômico e Trabalho – Aline Cardoso, Secretário Adjunto de SMUL – José Armênio de Brito Cruz, Assessor de SMUL – Pedro Martin Fernandes, Engenheiro de SMUL – Rafael Barreto Castelo da Cruz, Arquiteto de SMUL – Renan Kenji Santos Hayashi, Diretor-Presidente da ADESAMPA – Renan Vieira e Assessores da ADESAMPA – Pedro Borba e Cassio Aruno;2022/10/27 18:30:00 GMT-3;2022/10/27 18:30:00 GMT-3;2022-10-26T21:14:00-03:00;Local: Gabinete do Prefeito
Reunião com Deputado Federal Enrico Misasi e Deputado Estadual Reinaldo Alguz;2022/10/27 17:30:00 GMT-3;2022/10/27 17:30:00 GMT-3;2022-10-26T21:12:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretários Governo – Rubens Rizek, Casa Civil – Fabrício Cobra, Saúde – Luiz Carlos Zamarco, Comunicação – Marcus Vinicius Sinval, Fazenda – Guilherme Bueno de Camargo, Subprefeituras – Alexandre Modonezi, Secretário Executivo do Gabinete do Prefeito – Diogo Soares, Secretária Executiva da Secretaria de Educação - Malde Maria Vilas Bôas e Chefe de Gabinete do Prefeito – Vitor Sampaio;2022/10/27 15:30:00 GMT-3;2022/10/27 15:30:00 GMT-3;2022-10-26T21:11:00-03:00;Local: Gabinete do Prefeito
Despacho com Secretário de Comunicação – Marcus Vinicius Sinval;2022/10/27 15:00:00 GMT-3;2022/10/27 15:00:00 GMT-3;2022-10-26T21:08:54-03:00;Local: Gabinete do Prefeito
Cerimônia de Encerramento da Semana do Servidor Público, com Secretário de Governo - Rubens Rizek ;2022/10/27 13:00:00 GMT-3;2022/10/27 13:00:00 GMT-3;2022-10-27T13:37:24-03:00;Local: Auditório da Prefeitura - 7 andar
Vereador Adilson Amadeu e Secretário da Casa Civil - Fabrício Cobra;2022/10/27 10:45:00 GMT-3;2022/10/27 10:45:00 GMT-3;2022-10-27T09:43:15-03:00;Prefeitura
Ação Social Outubro Rosa – Mulheres de Peito, com Presidente da Casa da Mulher Paulistana – Lucia Brugnera, Primeira Dama Regina Nunes e Secretária de Direitos Humanos e Cidadania – Soninha Francine;2022/10/27 09:00:00 GMT-3;2022/10/27 09:00:00 GMT-3;2022-10-26T21:06:25-03:00;Local: Centro de Cidadania da Mulher de Capela do Socorro (Rua Professor Oscar Barreto Filho, 350 – Grajaú
Despacho com Secretário de Subprefeituras – Alexandre Modonezi e Chefe de Gabinete de Subprefeituras – Rode Felipe Bezerra;2022/10/26 18:30:00 GMT-3;2022/10/26 18:30:00 GMT-3;2022-10-25T21:51:00-03:00;Local: Gabinete do Prefeito
Reunião com Embaixadora da Espanha no Brasil – Mar Fernández-Palacios, Cônsul Geral da Espanha no Brasil – Miguel Gomez de Aranda e Secretária de Relações Internacionais – Marta Suplicy e Assessor de SMRI - Francisco Denes;2022/10/26 17:30:00 GMT-3;2022/10/26 17:30:00 GMT-3;2022-10-25T21:48:00-03:00;Local: Gabinete do Prefeito
Reunião com Presidente da Enel Distribuição São Paulo – Max Xavier, Diretor de Infraestrutura e Redes da Enel – Vincenzo Ruotolo, Diretor de Relações Institucionais da Enel – Marcos Mesquita, Responsável pelo Planejamento e Gestão São Paulo da Enel – Marcio Jardim, Secretário da Casa Civil - Fabrício Cobra, Secretário de Subprefeituras – Alexandre Modonezi e Chefe de Gabinete do Prefeito – Vitor Sampaio;2022/10/26 16:00:00 GMT-3;2022/10/26 16:00:00 GMT-3;2022-10-25T21:47:00-03:00;Local: Gabinete do Prefeito
Coletiva de Imprensa e Almoço do Grande Prêmio São Paulo de Fórmula 1 Heineken Grande Prêmio de São Paulo 2022, com CEO do Grande Prêmio de São Paulo de Fórmula 1 – Alan Adler, Secretários de Governo – Rubens Rizek, Turismo – Rodolfo Marinho, Comunicação – Marcus Vinicius Sinval, Urbanismo e Licenciamento – Marcos Gadelho, Esportes e Lazer – Cacá Vianna, Infraestrutura Urbana e Obras – Marcos Monteiro, Casa Civil - Fabrício Cobra, Adjunto de Infraestrutura Urbana e Obras – Secretário Executivo do Gabinete do Prefeito – Diogo Soares, Chefe de Gabinete de SIURB – Eduardo Olivatto, Diretor-Presidente da SPTuris – Gustavo Pires e Chefe de Gabinete da SPObras – Ricardo Menezes;2022/10/26 11:00:00 GMT-3;2022/10/26 11:00:00 GMT-3;2022-10-25T21:45:00-03:00;Local: Autódromo Internacional de Interlagos – Portão 7 (Av. Senador Teotônio Vilela, 261 – Interlagos)
Visita às Obras de Urbanização e Implementação do Parque Linear do Jardim Apurá, Secretário de Habitação – João Farias, Secretária Executiva de Mananciais – Bete França e Subprefeito da Cidade Ademar – Rogerio Balzano;2022/10/26 09:45:00 GMT-3;2022/10/26 09:45:00 GMT-3;2022-10-25T21:43:00-03:00;Local: Rua José Salvador dos Santos, 23 – Jd. Bandeirantes
Despacho com Chefe de Gabinete – Vitor Sampaio;2022/10/25 19:00:00 GMT-3;2022/10/25 19:00:00 GMT-3;2022-10-24T21:12:00-03:00;Local: Gabinete do Prefeito
Reunião com Diretor-Presidente do Instituto Cidades Sustentáveis e Rede Nossa São Paulo – Jorge Abrahão, Membro do Conselho Deliberativo do Instituto Cidades Sustentáveis e Rede Nossa São Paulo – Oded Grajew, Coordenador de Relações Institucionais do Instituto Cidades Sustentáveis e Rede Nossa São Paulo – Igor Pantoja, Secretário da Casa Civil – Fabricio Cobra, Secretário de urbanismo e licenciamento - Marcos Gadelho, Secretário-adjunto - José Armênio de Brito Cruz, Secretária Executiva de Planejamento e Entregas Prioritárias (SEPEP/SGM) – Vivian Satiro,Coordenador de Planejamento em exercício da Secretária Executiva de Planejamento e Entregas Prioritárias (SEPEP/SGM) - Daniel Garcia e Coordenador de Avaliação de Gestão de Informações em exercício da Secretária Executiva de Planejamento e Entregas Prioritárias (SEPEP/SGM) - Henrique Pougy;2022/10/25 16:30:00 GMT-3;2022/10/25 16:30:00 GMT-3;2022-10-24T21:10:00-03:00;Local: Gabinete do Prefeito
Entrevista ao vivo via skype para o “Programa em Foco” da Globonews;2022/10/25 14:30:00 GMT-3;2022/10/25 14:30:00 GMT-3;2022-10-24T21:08:31-03:00;Local: Gabinete do Prefeito
Reunião com Deputado Estadual, Itamar Borges;2022/10/25 12:30:00 GMT-3;2022/10/25 12:30:00 GMT-3;2022-10-24T21:07:05-03:00;Local: Gabinete do Prefeito
Visita às Obras de Contenção das Margens do Córrego Itaim, com Diretor Sócio da FBF Construções e Serviços Eireli – Fabiano Filardi, Secretário de Infraestrutura Urbana e Obras – Marcos Monteiro, Secretário Adjunto de Infraestrutura Urbana e Obras – Marcos Alves Garcia, Superintendente de Obras SIURB – Reinaldo Amad Meira, Fiscal Obras SIURB – Gubio do Prado Ferreira e Subprefeita do Butantã – Joseane Possidonio;2022/10/25 11:00:00 GMT-3;2022/10/25 11:00:00 GMT-3;2022-10-24T21:04:56-03:00;Local: Rua Garcia de Souza (em frente ao n°208) – Butantã
Assinatura da Ordem de Início das Obras da UBS Caju, com Diretor da Construtora Uno Habitação S.A – Francisco Carlos Fregolente, Diretor da Construtora Uno Habitação S.A. – Luiz Henrique Zamperlini, Superintendente da Construtora Uno Habitação S.A. – Flávio Augusto Ometto Frias, Presidente do CDC Jaguaré – Odario Mardegam Duraes, Assessora Técnica da Associação Saúde da Família (ASF) – Valdete Laudino, Engenheiro Responsável pela obra da UBS Caju – Arlindo Oliveira, Secretário da Saúde – Luiz Carlos Zamarco, Secretário Adjunto da Saúde – Maurício Serpa, Secretário de Habitação – João Farias, Secretário de Esportes e Lazer – Cacá Vianna, Secretária Executiva de Atenção Básica, Especialidades e Vigilância em Saúde – Sandra Sabino, Subprefeito da Lapa – Marcus Vinicius, Supervisora Técnica de Saúde Lapa/ Pinheiros – Ana Patrícia Carneiro Gonçalves Bezerra, Coordenador da Associação Saúde da Família Oeste – Antônio Aseoane, Diretor-Presidente da COHAB – Alex Peixe, Coordenador de Obras do Programa Avança Saúde – Tiago Chaves, Engenheiro Fiscal da PPP da SMS – Murilo Silva Alcântara, Coordenadora Regional de Saúde Oeste – Regiane de Santana Piva, Diretor de Programas de Fomento Habitacional da COHAB – Ricardo Cabral Leal e Superintendente de Planejamento e Programas de Fomento Habitacional da COHAB – Eloiza Ramalho Soares;2022/10/25 09:00:00 GMT-3;2022/10/25 09:00:00 GMT-3;2022-10-24T21:03:10-03:00;Local: Rua Floresto Bandecchi, 1000 – Jaguaré
Despacho com Chefe de Gabinete – Vitor Sampaio ;2022/10/24 19:00:00 GMT-3;2022/10/24 10:00:00 GMT-3;2022-10-23T16:44:59-03:00;Local: Gabinete do Prefeito
Despacho com Secretário da Casa Civil – Fabricio Cobra;2022/10/24 18:00:00 GMT-3;2022/10/24 18:00:00 GMT-3;2022-10-23T16:43:00-03:00;Local: Gabinete do Prefeito  
Reunião com Deputada Federal Tabata Amaral, Assessores da Deputada – Rafael Gandara Calabria, Luiza Facchine, Christopher Kapáz, Representantes da Fundação Tide Setubal – Neca Setubal, Pedro Marin, Mariana Almeida, Representante do Instituto Pólis – Henrique Frota, Diretor-Presidente do Instituto Cidades Sustentáveis e Rede Nossa São Paulo – Jorge Abrahão, Coordenador de Relações Institucionais do Instituto Cidades Sustentáveis e Rede Nossa São Paulo – Igor Pantoja, Secretários de Governo – Rubens Rizek, Casa Civil – Fabricio Cobra, Comunicação – Marcus Vinicius Sinval, Fazenda – Guilherme Bueno de Camargo, Gestão - Marcela Arruda, Secretário Executivo do Gabinete do Prefeito – Diogo Soares, Chefe de Gabinete do Prefeito – Vitor Sampaio, Diretor de Gestão da Receita e Remuneração da SPTrans – George William Gidali e Assessora de Imprensa de SETRAM – Vanessa Pessoa   ;2022/10/24 16:00:00 GMT-3;2022/10/24 16:00:00 GMT-3;2022-10-23T16:39:00-03:00;Local: Gabinete do Prefeito 
Entrega de Viaturas para Renovação da Frota CET, com Secretário de Mobilidade e Trânsito – Ricardo Teixeira, Subprefeito da Sé – Marcelo Salles e Diretor-Presidente da CET em exercício – Hemilton Inouye ;2022/10/24 11:00:00 GMT-3;2022/10/24 11:00:00 GMT-3;2022-10-23T16:35:43-03:00;Local: Praça Charles Miller – Pacaembu  
Mesa de Abertura do 1° ano dos Polos de Prevenção, Tratamento de feridas e Manual de Padronização de Curativos, com Secretário da Saúde – Luiz Carlos Zamarco, Secretário Adjunto da Saúde – Maurício Serpa, Secretária Executiva de Atenção Hospitalar (SEAH) – Marilande Marcolin, Secretária Executiva de Atenção Básica, Especialidades e Vigilância em Saúde (SEABEVS) – Sandra Sabino, Coordenadora Regional de Saúde Oeste – Regiane de Santana Piva, Supervisora Técnica de Saúde Lapa/ Pinheiros – Ana Patrícia Carneiro Gonçalves Bezerra, Assessora de Gabinete de Atenção Básica, Especialidades e Vigilância (SMS) – Sandra Maestrelli Goicocheia e Subprefeito da Sé – Marcelo Salles ;2022/10/24 09:30:00 GMT-3;2022/10/24 09:30:00 GMT-3;2022-10-23T16:34:14-03:00;Local: Faculdade de Medicina da Universidade de São Paulo – Auditório (Av. Dr. Arnaldo, 455 – Pacaembu)
Missa de Abertura do Encontro Diocesano da Juventude da Diocese de Santo Amaro, com Bispo Diocesano de Santo Amaro – Dom José Negri e Pároco do Santuário Mãe de Deus – Padre Marcelo Rossi;2022/10/22 15:00:00 GMT-3;2022/10/22 15:00:00 GMT-3;2022-10-21T19:39:20-03:00;Local: Santuário Mãe de Deus – Diocese Santo Amaro (Av. Interlagos, 3823 – Interlagos).
Visita a equipamento público;2022/10/22 13:30:00 GMT-3;2022/10/22 13:30:00 GMT-3;2022-10-21T19:37:32-03:00;Prefeitura
Despacho com Chefe de Gabinete – Vitor Sampaio;2022/10/18 15:00:00 GMT-3;2022/10/18 15:00:00 GMT-3;2022-10-17T19:54:57-03:00;Local: Gabinete do Prefeito
Assinatura de Autorizo para a Construção do Novo Centro de Operações Integradas da Secretaria de Estado da Segurança Pública, com Governador Rodrigo Garcia, Secretário Estadual da Habitação – Flavio Amary, Secretário Estadual da Segurança Pública – General Campos,  Secretária de Segurança Urbana – Elza Paulina, Secretário de Mobilidade e Trânsito – Ricardo Teixeira, Secretário Executivo de Projetos Estratégicos (SEPE/SGM) – Alexis Galias de Souza Vargas, Comandante Geral da GCM – Inspetor Superintendente Agapito Marques e Subprefeito da Sé – Marcelo Viera Salles;2022/10/18 10:00:00 GMT-3;2022/10/18 10:00:00 GMT-3;2022-10-17T19:53:17-03:00;Local: Av. Duque de Caxias, 925 – Campos Elíseos
Reunião com Presidente Honorífico da Inspetoria Salesiana São Paulo – Padre Piccinini, Diretor Geral da Comunidade Salesiana Santa Teresinha – Padre Marco Biaggi, Assessora Jurídica – Claudia Maria dos Santos de Caria, Assessor Administrador e Financeiro – Alexandre Silva, Secretário de Educação – Fernando Padula, Secretário Adjunto de Educação – Bruno Correia e Secretário Executivo de Projetos Estratégicos (SEPE/SGM) – Alexis Galias de Souza Vargas;2022/10/18 08:30:00 GMT-3;2022/10/18 08:30:00 GMT-3;2022-10-17T19:51:40-03:00;Local: Gabinete do Prefeito
Coletiva de Imprensa para Abertura da Exposição “50 Anos da Formula 1 no Brasil", com CEO do Grande Prêmio de São Paulo F1 – Alan Adler, Secretário Estadual de Turismo e Viagens – Vinicius Lummertz, Secretário Estadual de Cultura e Economia Criativa – Sérgio Sá Leitão, Secretário Municipal de Turismo – Rodolfo Marinho, Secretário Municipal de Infraestrutura Urbana e Obras – Marcos Monteiro, Secretária Municipal de Cultura – Aline Torres e Diretor-Presidente da SPTuris – Gustavo Pires;2022/10/17 17:30:00 GMT-3;2022/10/17 17:30:00 GMT-3;2022-10-16T16:02:00-03:00;Local: Oca – Parque do Ibirapuera (Av. Pedro Álvares Cabral, s/n° - Portão 2 – Vila Mariana)
Despacho com Secretária de Desenvolvimento Econômico e Trabalho – Aline Cardoso, Secretário Adjunto de Desenvolvimento Econômico e Trabalho – Armando de Almeida Pinto Junior e Chefe de Gabinete da Secretaria do Desenvolvimento Econômico e Trabalho - Sr. José Antonio Varela Queija;2022/10/17 15:00:00 GMT-3;2022/10/17 15:00:00 GMT-3;2022-10-16T16:00:00-03:00;Local: Gabinete do Prefeito
Reunião com Ministro do Estado do Trabalho e Previdência – José Carlos de Oliveira e Secretária de Desenvolvimento Econômico e Trabalho – Aline Cardoso;2022/10/17 10:30:00 GMT-3;2022/10/17 10:30:00 GMT-3;2022-10-16T15:51:55-03:00;Local: Gabinete do Prefeito
Despacho com Secretários de Governo – Rubens Rizek, Casa Civil – Fabricio Cobra, Comunicação – Marcus Vinicius Sinval, Fazenda – Guilherme Bueno de Camargo, Secretário Executivo do Gabinete do Prefeito – Diogo Soares e Chefe de Gabinete – Vitor Sampaio;2022/10/17 09:00:00 GMT-3;2022/10/17 09:00:00 GMT-3;2022-10-16T15:49:16-03:00;Local: Gabinete do Prefeito
